          *date       Overpass      wb_1st_00      wb_1st_01      wb_1st_05      wb_2nd_00      wb_2nd_01      wb_2nd_05     percent_cb           wwml          wwmax      max_wskew          wstar        wspd_cb   max_duration  mean_duration        num_cld     num_cld_30 min_ww_percent   LCL_mean_met      Hcb_vceil
       20130708           1900         1.3570         1.4850         1.9840         2.5060         2.5130         2.6530         6.7160         1.4850         2.1750         1.7989         2.6758           -NaN       127.0000        40.1667        12.0000         6.0000        53.5301         2.6000         1.9740
       20130709           2000         1.0380         1.1350         1.5700         2.0770         2.0850         2.2400         2.3720         1.5940         2.4900         3.1053         2.9809           -NaN        93.0000        43.7500         4.0000         2.0000        14.3790         3.1820         2.6760
       20130716           1941         1.1090         1.1970         1.5320         1.8330         1.8380         1.9480        19.6430         0.8740         1.1870         1.5236         2.1119         9.1690       298.0000        61.5000        22.0000        13.0000        86.9231         1.5710         1.3760
       20130717           2100         1.1800         1.3010         1.7730         2.1590         2.1660         2.3100        19.2320         0.8950         1.2070         1.5266      -999.0000         5.3970       273.0000        85.7059        17.0000        11.0000        91.3895         1.5090         1.3500
       20130717           1700         0.7180         0.7780         1.0650         1.1190         1.1250         1.2620        23.4160         0.4570         0.5500         0.9119      -999.0000         4.1110       607.0000       115.3750        24.0000        17.0000        93.5638         0.9820         0.7890
       20130718           1904         1.0860         1.1780         1.5150         1.7870         1.7930         1.9040        24.4280         1.0750         1.4700         1.1705         1.9657         7.9790       260.0000        80.4091        22.0000        15.0000        90.7591         1.5860         1.4160
       20130719           1930         0.9550         1.0400         1.3410         1.5380         1.5440         1.6520        10.1040         1.0570         1.6720         1.6154         1.9541           -NaN       289.0000        76.7778         9.0000         6.0000        55.7291         2.0330         1.9010
       20130720           2006         1.0320         1.1530         1.5960         1.9600         1.9690         2.1210        13.4090         0.9030         1.3410         1.8558         1.9419           -NaN       171.0000        54.4583        24.0000        13.0000        55.0759         2.1140         1.9810
       20130722           1929         0.8570         0.9300         1.2300         1.4110         1.4170         1.5460        37.7260         0.9250         1.4970         1.7254         1.4571         5.2810       608.0000       188.9333        15.0000        11.0000        71.5410         1.6250         1.8950
       20130723           1900         1.4990         1.5820         1.8970         2.4630         2.4670         2.5520        13.5000         1.5180         1.9660         1.9055         1.5038         4.5900       160.0000        61.2000        15.0000        11.0000        84.4581         1.9350         1.8640
       20130724           2200         0.8470         0.9370         1.3070         1.5050         1.5130         1.6710        22.6870         0.7070         0.8770         1.2038         1.3374         3.9020       499.0000       130.4167        12.0000         6.0000        93.2493         1.4740         1.2650
       20130726           1954         0.7280         0.8350         1.2360         1.3880         1.3990         1.5860        29.0690         0.8170         1.1720         1.3127         1.8002         9.1670       225.0000        72.0938        32.0000        23.0000        90.1417         1.2050         1.0990
       20130728           1917         0.7550         0.8470         1.1870         1.3260         1.3340         1.4890        37.2760         0.8990         1.0430         0.9496         1.7648         5.8560       455.0000       106.9583        24.0000        19.0000        93.4152         1.2880         1.1130
       20130731           2000         0.8500         0.9560         1.3250         1.4880         1.4970         1.6410        18.6470         0.6200         0.8060         1.3701         1.6615         4.2090       343.0000        83.6429        14.0000         9.0000        93.1265         1.3300         1.2370
       20130808           2030         0.6370         0.7090         1.0270         1.0670         1.0750         1.2500        41.1360         0.4720         0.5330         0.8832         1.3265         1.5700       601.0000       205.6154        13.0000        11.0000        93.2446         1.0540         0.9700
       20130809           2100         0.8380         0.9130         1.2020         1.3130         1.3190         1.4320        10.0950         0.5020         0.5640         1.0557         1.4123         5.0900       595.0000        60.2424        33.0000        16.0000        91.4660         0.7200         0.5710
       20130810           2100         0.6680         0.8170         1.2820         1.3500         1.3660         1.5580        30.4160         0.5920         0.7490         2.0177         1.5281         4.1260       300.0000       101.4211        19.0000        14.0000        93.4664         1.4030         1.3360
       20130812           1935         0.6210         0.7080         1.0700         1.0970         1.1070         1.2960         8.1490         0.5660         0.6730         0.7405         1.6112         5.2550       106.0000        27.3810        21.0000         5.0000        93.3398         0.7900         0.6680
       20130813           1917         0.7760         0.9960         1.7370         1.7920         1.8130         2.0310         3.8470         0.2900         0.2540         0.9837         1.1740         3.7600       637.0000       165.4444         9.0000         7.0000        88.4137         0.7690         0.4760
       20130815           2100         0.6180         0.7020         1.0890         1.0970         1.1070         1.2920        19.5470         0.5690         0.6880         1.0808         1.6300         4.1860       247.0000        77.7647        17.0000        10.0000        93.5041         1.0380         0.9200
       20130816           1930         0.7570         0.8710         1.2800         1.4020         1.4120         1.5850        60.3620         0.6780         0.8520         0.8759         1.4448         2.8470       628.0000       177.1429        21.0000        12.0000        93.5747         0.7300         0.6420
       20130817           1942         0.7050         0.7550         0.9900         1.0690         1.0730         1.1940         5.9220         0.4540         0.7170         1.2989         1.8639         2.7860       223.0000        76.8571         7.0000         4.0000        93.5324         1.2380         1.1740
       20130819           2100         0.9910         1.0760         1.3400         1.4800         1.4860         1.5720         4.2120         0.5780         0.7800         1.0874         1.8289         4.3580       134.0000        48.0000         6.0000         3.0000        92.4883         1.5160         1.3690
       20130822           1830         1.0540         1.1240         1.3810         1.5630         1.5670         1.6520         7.6420         1.2050         1.6350         1.1545         2.0827           -NaN        91.0000        40.0769        13.0000         8.0000        63.6587         1.9170         1.8220
       20130823           2030         1.1070         1.1720         1.4630         1.6860         1.6900         1.7870         3.5180         1.1770         1.7030         1.5108         2.4089           -NaN       206.0000        53.2000         5.0000         2.0000        43.6617         2.3820         2.1330
       20130825           2030         1.3260         1.4210         1.7180         2.1560         2.1610         2.2420         8.3610         0.9130         1.2700         2.6767         2.3492         2.8270       306.0000       120.0000         5.0000         4.0000        69.4321         2.1840         1.8230
       20130826           1900         0.9200         1.0030         1.2990         1.5600         1.5660         1.6870        14.3920         1.3120         1.8850         1.4344         2.5105         5.6570       294.0000        51.3000        20.0000         9.0000        81.4814         2.0890         1.7070
       20130827           1900         1.3530         1.4600         1.8710         2.4220         2.4280         2.5460        25.9860         1.7150         2.3580         1.2050         2.3362         3.1740       315.0000        85.3333        21.0000        15.0000        81.8251         2.3590         1.8590
       20130828           2000         0.9890         1.1160         1.5980         2.0490         2.0590         2.2440        45.9650         0.9600         1.0550         1.1210         1.6731         6.6450       646.0000       334.3571        14.0000        10.0000        93.2285         1.6970         1.4690
       20130829           2100         0.5810         0.6720         1.0670         1.0690         1.0800         1.2870        12.2620         1.6970         2.4740         2.1566         2.5988           -NaN       170.0000        75.0000        12.0000        10.0000        53.1982         3.0210         2.6510
       20130905           1900         0.7120         0.7980         1.1200         1.1800         1.1880         1.3290        14.7510         1.5270         2.0300         1.5930         2.3544         2.2290       303.0000        91.0833        12.0000         9.0000        92.6224         2.4180         1.9160
       20130908           1930         0.8030         0.8940         1.3700         1.6960         1.7070         1.9370         3.9570         2.2520         3.4480         2.0450         2.7762           -NaN        56.0000        26.0000        12.0000         5.0000        26.2814         3.0640         2.5100
       20130909           1800         2.2060         2.2610         2.4350         3.1480         3.1490         3.1820         1.4020         2.1690         3.4620         2.3114      -999.0000           -NaN        55.0000        26.0000         4.0000         1.0000        41.7488         2.9370         2.1780
       20130910           1830         1.0150         1.0660         1.3370         1.6240         1.6290         1.7390         1.0380         1.7870         2.5350         2.2690      -999.0000           -NaN        55.0000        40.5000         2.0000         1.0000        43.8486         2.6070         2.0300
       20130911           2000         0.9340         1.0270         1.3680         1.6020         1.6090         1.7370        24.4060         2.1700         3.0720         1.5877      -999.0000         3.9450       328.0000        99.5556        18.0000        12.0000        87.0574         2.7000         2.1330
       20130927           1700         1.2960         1.3900         1.7180         2.1670         2.1720         2.2680        12.2440         1.4030         1.8030         1.7341         2.4601        10.4980       139.0000        45.2353        17.0000         7.0000        90.8228         1.7080         1.5410
       20130927           2000         1.0470         1.1300         1.4470         1.7830         1.7890         1.9070        25.5570         2.0840         2.6920         1.1243         2.7013        12.2880       197.0000        70.3200        25.0000        17.0000        93.1089         2.2610         1.8510
       20131002           2000         0.6130         0.7120         1.1280         1.1950         1.2070         1.4260        66.9260         0.7410         0.8630         0.9663         1.5506         9.8000       646.0000       238.8889        18.0000        16.0000        93.3608         1.1640         0.9630
       20131003           1630         1.0740         1.1460         1.4350         1.6990         1.7030         1.8040        23.2250         1.1160         1.2760         0.6005         1.8446        18.1240       300.0000        47.5517        29.0000        11.0000        91.0229         1.0310         0.8600
       20131126           1900         0.8430         0.9310         1.2840         1.4250         1.4320         1.5730         7.9310         1.1320         1.3540         2.1258      -999.0000        11.8820       127.0000        31.9412        17.0000         6.0000        88.3459         1.2360         1.1580
       20131219           1900         0.6910         0.7580         1.0600         1.1340         1.1410         1.2910        18.2150         0.6060         0.7670         0.6828         1.4394        14.0400       131.0000        31.4444        36.0000        14.0000        90.8890      -999.0000         0.8880
       20140220           1900         1.1260         1.2190         1.5920         2.0030         2.0090         2.1400        15.0210         1.6000         1.9790         0.8694         2.3505        17.4760       168.0000        34.1923        26.0000         9.0000        91.8962         1.6240         1.2190
       20140312           2004         1.1810         1.2510         1.5400         1.9250         1.9300         2.0260        16.0110         2.2530         2.8510         2.1160         2.6737           -NaN       483.0000       136.1250         8.0000         4.0000        56.6302         2.3240         2.0500
       20140324           1930         2.0050         2.0590         2.2430         2.7620         2.7630         2.7940         0.7320         1.8150         2.6790         1.2467         2.5463         6.3780        49.0000        27.0000         2.0000         1.0000        90.9535         2.2990         1.9700
       20140402           2011         0.9340         1.0290         1.3510         1.5770         1.5840         1.7070        15.3980         0.9580         1.2930         0.8628         2.0455         9.1670       339.0000       104.3333         9.0000         5.0000        88.9315         1.7740         1.6850
       20140413           1700         1.0140         1.0850         1.3740         1.6330         1.6370         1.7440        53.0080         1.5120         1.7920         0.4366         1.9972        19.2080       634.0000       169.1364        22.0000        16.0000        93.3516         1.3750         1.0580
       20140424           1800         0.9370         1.0320         1.4180         1.7480         1.7550         1.9070        12.0460         1.4540         2.2450         1.6156         2.7538        10.9110       519.0000        83.0000        13.0000         8.0000        78.8631         1.8690         1.7050
       20140430           1947         0.7940         0.9030         1.3370         1.5590         1.5700         1.7600        43.8430         2.0530         3.0410         1.6662         2.8206        12.6700       602.0000       121.9524        21.0000        15.0000        76.5085         2.5380         2.1950
       20140501           1928         0.7190         0.8200         1.2390         1.5060         1.5180         1.7380        70.1460         1.5740         2.1430         1.7209         2.6285         7.8770       631.0000       277.5333        15.0000        13.0000        63.1272         2.7120         2.4470
       20140508           2038         0.9760         1.0490         1.3680         1.6450         1.6500         1.7740        22.4590         1.2930         1.8540         0.7597         2.0420         5.6560       616.0000       120.5263        19.0000         9.0000        92.5204         2.3440         2.1510
       20140513           1800         1.2560         1.3400         1.6840         2.2680         2.2730         2.3890        13.8610         2.1090         2.6800         2.1011         2.4903         9.5960       169.0000        63.0667        15.0000        10.0000        87.2424         1.9170         1.5150
       20140522           1935         0.8420         0.9480         1.3480         1.6440         1.6530         1.8310        24.8440         1.3540         2.2250         1.5716         2.1525         4.7420       633.0000       203.7692        13.0000        10.0000        86.7286         2.4360         2.0360
       20140523           1917         0.8740         0.9370         1.1940         1.3280         1.3330         1.4370        32.8380         0.6330         0.7690         0.8037         1.4551         5.1530       604.0000       198.5000        12.0000        10.0000        90.8711         1.3610         1.1370
       20140524           2038         0.9450         1.0320         1.4180         1.7140         1.7210         1.8760        28.4900         0.9820         1.2480         1.1373         1.6379         5.4300       495.0000       113.6316        19.0000        12.0000        93.3675         1.6230         1.3400
       20140527           1942         0.4690         0.5770         1.0580         0.9860         1.0050         1.2930        28.4000         0.3680         0.4170         0.8031         1.0861         3.8690       351.0000        79.8929        28.0000        16.0000        90.8365         0.7610         0.6550
       20140528           1923         0.6130         0.7050         0.9960         0.9790         0.9880         1.1230        14.4310         1.1060         1.8210         1.5178         2.1218         6.8580       296.0000        63.2500        16.0000         9.0000        88.7153         1.7790         1.4400
       20140529           1904         0.7530         0.8490         1.2050         1.3690         1.3790         1.5410         8.8370         0.9660         1.4590         0.9899         2.2265         7.4130       322.0000        57.1429        14.0000         6.0000        82.8700         2.0260         1.6610
       20140531           2007         0.8730         0.9560         1.3080         1.7210         1.7280         1.9040        20.1850         1.2150         1.6840         1.3785         2.2063         3.7850       346.0000       101.7895        19.0000        14.0000        90.8234         1.5060         1.1140
       20140601           1948         1.0380         1.1570         1.5850         2.0570         2.0670         2.2270        45.2270         1.4200         1.7310         1.3593         2.4340        10.4120       307.0000        98.7500        28.0000        20.0000        90.9692         1.6420         1.3050
       20140602           1929         1.2420         1.3260         1.6190         1.9100         1.9140         1.9970        24.7840         1.2170         1.5940         0.9014         1.5619         3.4460       594.0000       132.7059        17.0000        10.0000        90.8832         1.3760         1.0820
       20140603           1911         1.0600         1.1500         1.5250         1.9780         1.9840         2.1290        31.9790         1.4960         1.9920         1.4976         1.4226         9.1150       349.0000        86.7600        25.0000        19.0000        90.6735         1.5980         1.4090
       20140604           2032         0.5630         0.6650         1.1430         1.2320         1.2480         1.5450        58.0060         0.9130         1.2800         1.5065         1.3392         6.2960       574.0000       155.6250        24.0000        18.0000        92.4738         1.9060         1.7840
       20140607           1700         0.8440         0.9240         1.2430         1.4110         1.4170         1.5520        32.5960         1.1720         1.5150         0.6797         1.7597         5.8890       394.0000        70.9286        28.0000        13.0000        92.9599         1.0880         0.9290
       20140608           1917         0.5430         0.6390         1.0130         0.9870         0.9990         1.1990        25.7780         0.8070         0.9940         1.1643         1.5490         5.1840       291.0000        75.3077        26.0000        18.0000        91.0564         0.9740         0.7080
       20140609           2039         0.6770         0.7660         1.1980         1.3900         1.4010         1.6430        69.2860         0.8410         1.1280         1.2053         1.5729         8.8490       639.0000       342.6154        13.0000        10.0000        85.3378         1.4980         1.5150
       20140610           2020         0.9240         1.0480         1.5160         2.0860         2.0990         2.3090        26.5400         1.2470         1.6640         1.9112         2.0091         9.1630       177.0000        67.1111        27.0000        18.0000        91.5721         1.6680         1.5660
       20140614           1900         0.9920         1.0710         1.3880         1.6320         1.6370         1.7540         4.8210         1.1270         1.5160         0.8439         1.9515        14.7480        83.0000        19.6250        16.0000         4.0000        90.2590         1.3830         1.1680
       20140616           2007         0.8220         0.9190         1.3130         1.6330         1.6430         1.8300        16.4720         0.9980         1.2760         0.9292         1.7579        18.0270       132.0000        29.8000        35.0000        10.0000        90.8588         1.3470         1.1740
       20140617           1948         0.7100         0.7880         1.1550         1.3010         1.3100         1.4990        39.5420         0.9180         1.2140         1.1685         1.7037        14.5760       225.0000        70.6842        38.0000        29.0000        90.9334         1.4480         1.2910
       20140618           1930         0.7510         0.8350         1.1750         1.3070         1.3150         1.4730        26.8120         0.9990         1.3730         1.1524         1.5785        11.8760       229.0000        60.2857        35.0000        19.0000        90.1642         1.5110         1.3670
       20140619           1910         1.1460         1.2070         1.4530         1.7290         1.7330         1.8150        19.8460         0.8680         1.1000         0.7329         1.8319         7.9250       285.0000        79.7500        16.0000        10.0000        77.4076         1.4080         1.2850
       20140621           2014         0.9350         1.0190         1.3430         1.5320         1.5380         1.6610        16.6700         0.9030         1.2290         1.9139      -999.0000         7.2720       411.0000        60.0370        27.0000        15.0000        86.1605         1.9770         1.9020
       20140625           2100         1.1740         1.2900         1.7150         2.0070         2.0130         2.1360         6.2660         0.4980         0.6750         1.3740         1.4325         3.3340       114.0000        36.7500        12.0000         5.0000        79.6909         1.4690         1.3540
       20140626           2020         0.5750         0.6530         0.9860         0.9850         0.9940         1.1820        36.7790         0.5490         0.7160         0.8362         1.5109         8.0260       494.0000        80.8621        29.0000        16.0000        89.9102         1.0540         0.9490
       20140627           2001         0.7480         0.8320         1.1960         1.3510         1.3590         1.5300        44.6470         0.5740         0.6970         0.7375         1.7627        13.7320       632.0000       173.0455        22.0000        13.0000        92.8072         1.0390         0.9030
       20140629           1923         0.5180         0.6140         1.0710         1.0520         1.0660         1.3400        45.7940         0.4590         0.5580         1.1555         1.1283         9.6380       306.0000       100.5806        31.0000        20.0000        92.8078         0.9810         0.9120
       20140704           1930         0.5720         0.6260         0.8680         0.8140         0.8200         0.9490         2.2550         0.6890         1.1570         1.2253         2.4875         5.2880       123.0000        28.1667         6.0000         1.0000        92.8361         1.6710         1.3770
       20140712           2020         1.0480         1.1310         1.4750         1.7750         1.7810         1.9040        11.7290         1.1940         1.7000         1.5050         2.2007        14.4200       245.0000        48.6250        16.0000         8.0000        90.1510         2.6490         2.3170
       20140714           1943         1.0770         1.1460         1.4940         1.8140         1.8180         1.9450        10.5880         0.7610         1.1650         1.1642         1.9273           -NaN       277.0000        99.3750         8.0000         7.0000        49.6394         2.2730         1.9550
       20140718           2007         0.8410         0.9240         1.2800         1.5290         1.5370         1.6960        57.2720         0.9580         1.1030         1.0713         1.4429         4.6950       585.0000       191.2778        18.0000        14.0000        92.0875         0.9600         0.7910
       20140719           1949         0.5510         0.6700         1.1580         1.1630         1.1810         1.4330        47.4610         0.4920         0.6170         1.2698         1.5774         3.6540       571.0000       162.2778        18.0000        14.0000        92.9647         1.1960         0.9800
